Actual_AQI,Predicted_AQI
46.99999999999999,41.722767
32.0,42.25141
46.0,40.484146
40.0,39.971107
32.0,39.35838
30.0,37.607628
26.999999999999996,35.03773
22.0,32.2702
18.0,28.398966
15.0,24.640373
15.0,19.965399
18.0,16.6111
20.0,14.936454
15.0,15.696432
20.0,16.598766
21.0,18.11682
23.0,20.285345
19.0,22.852617
38.0,24.084505
42.0,29.05461
46.99999999999999,35.735638
39.0,41.909992
46.0,45.53929
49.00000000000001,48.566387
53.0,50.369846
29.000000000000004,53.11864
62.0,49.81941
65.0,51.510803
62.99999999999999,55.354027
68.0,59.31702
71.0,63.340782
69.0,66.786224
72.0,68.419044
72.0,69.44479
73.0,70.68547
75.0,71.385864
75.0,71.604324
76.0,72.40559
73.0,73.316246
73.0,72.5969
69.0,72.057724
69.0,70.47084
71.0,68.50145
72.0,67.44831
70.0,67.53895
67.0,67.664536
62.99999999999999,66.74226
60.0,64.73731
58.00000000000001,61.503963
57.0,59.146908
43.0,56.79412
56.00000000000001,52.34368
56.00000000000001,50.60626
39.0,50.564156
46.0,47.112778
46.99999999999999,44.574238
45.0,43.397774
50.0,42.763134
48.0,44.331413
46.0,45.99672
45.0,46.520813
34.0,45.4421
46.0,43.187733
43.0,42.131966
40.0,41.36695
37.0,39.66597
38.0,37.66564
38.0,36.45059
18.0,35.752365
36.0,32.03185
34.0,31.275019
33.0,31.544907
32.0,31.42514
31.0,31.647133
34.0,31.74418
35.0,32.13822
38.0,33.019547
50.0,34.595093
42.0,38.66788
57.0,40.95127
57.0,45.340664
52.0,50.065063
59.0,52.366844
60.0,54.539646
57.0,56.27712
59.0,56.95463
60.0,57.34744
57.0,57.64963
58.00000000000001,56.983612
62.0,55.962776
58.00000000000001,56.64012
53.0,56.479416
53.0,55.158924
56.00000000000001,54.078842
52.0,53.523197
51.0,52.25458
49.00000000000001,50.800102
36.0,49.26264
46.99999999999999,45.46177
46.99999999999999,43.75168
41.0,43.26762
40.0,42.622948
37.0,41.289276
29.000000000000004,39.230385
30.0,36.248104
28.000000000000004,33.34344
30.0,30.925295
29.000000000000004,29.611637
30.0,28.29864
25.0,28.035686
23.0,27.546734
24.0,26.125168
22.0,25.578432
22.0,25.206287
22.0,24.487776
20.0,23.896564
21.0,23.206135
21.0,22.505638
22.0,22.340532
22.0,22.676285
20.0,22.9813
21.0,22.920216
21.0,23.005634
17.0,22.361406
20.0,21.43204
19.0,20.888367
22.0,20.360771
12.0,20.462175
22.0,19.308939
21.0,19.682173
18.0,20.638435
23.0,21.209936
23.0,21.761578
26.0,22.871622
26.0,24.118446
25.0,25.216803
25.0,26.03494
26.999999999999996,26.482866
29.000000000000004,26.770885
26.999999999999996,27.752262
28.000000000000004,28.16916
29.000000000000004,28.175995
28.000000000000004,28.66287
29.000000000000004,28.815363
30.0,29.75774
31.0,30.942581
26.0,31.485867
25.0,30.90614
23.0,29.071474
19.0,26.99635
10.0,24.61661
22.0,21.342167
23.0,20.033306
24.0,20.501715
23.0,21.889444
23.0,23.35672
22.0,24.623274
21.0,24.924109
11.0,24.398167
22.0,22.162056
23.0,21.62786
22.0,21.395123
24.0,22.267063
24.0,23.733994
25.0,24.695244
25.0,25.294731
26.0,25.694317
26.0,26.45983
20.0,26.920862
25.0,26.247591
26.0,26.093824
25.0,26.567055
25.0,26.640366
24.0,26.66214
20.0,26.24224
20.0,25.24325
19.0,24.019253
20.0,22.461624
21.0,21.771183
20.0,21.40728
20.0,21.440956
22.0,21.591223
22.0,22.415466
23.0,22.890205
12.0,23.432392
21.0,21.874361
21.0,21.362377
21.0,21.291563
22.0,21.515575
0.0,21.893494
20.0,18.672804
20.0,18.120008
21.0,18.636658
23.0,19.637117
23.0,21.249956
19.0,22.5048
21.0,23.409496
22.0,23.951122
22.0,24.482597
23.0,24.88985
25.0,24.53573
24.0,24.991821
22.0,25.309849
21.0,25.20212
22.0,24.576382
19.0,24.160992
12.0,23.05057
20.0,21.440453
21.0,21.105597
18.0,21.561586
22.0,21.880539
23.0,23.028372
23.0,24.25606
23.0,24.995012
23.0,25.42395
23.0,25.673248
15.0,25.481049
21.0,23.6197
20.0,22.895433
19.0,22.115652
22.0,20.973469
26.0,20.957935
21.0,22.47979
0.0,23.860209
2.0,21.097944
21.0,17.071047
26.0,16.840992
26.999999999999996,19.102499
29.000000000000004,22.637917
29.000000000000004,26.540068
30.0,29.282543
29.000000000000004,31.159163
29.000000000000004,32.413525
29.000000000000004,32.673084
25.0,31.79634
23.0,30.721079
26.0,29.459883
24.0,29.128801
25.0,28.622421
23.0,28.296227
23.0,27.717775
20.0,27.130167
25.0,26.258276
26.0,26.250036
23.0,27.087137
28.000000000000004,27.202938
28.000000000000004,28.04768
23.0,28.850336
10.0,28.909681
32.0,25.721678
26.999999999999996,26.193108
33.0,27.305927
33.0,29.072338
30.0,31.43395
29.000000000000004,32.676125
29.000000000000004,33.020573
26.999999999999996,32.578266
29.000000000000004,31.751883
28.000000000000004,31.044464
30.0,30.303722
6.0,30.38856
26.0,26.32146
23.0,25.182278
19.0,24.5002
22.0,23.526669
21.0,23.224417
19.0,23.556234
19.0,23.648197
20.0,23.421864
19.0,23.353058
21.0,23.133205
21.0,22.113329
22.0,22.326677
22.0,23.285517
22.0,24.15917
20.0,24.796497
17.0,24.436708
25.0,23.144756
25.0,23.192661
23.0,23.686707
26.999999999999996,24.562597
26.999999999999996,25.971443
26.999999999999996,27.432775
28.000000000000004,29.003761
28.000000000000004,29.765215
29.000000000000004,30.182833
22.0,29.986034
28.000000000000004,28.502468
26.0,27.79178
24.0,26.847307
24.0,25.934122
23.0,25.32925
15.0,24.807116
24.0,23.094645
21.0,22.949205
19.0,22.89323
22.0,22.688152
26.0,23.056784
25.0,24.323448
21.0,25.49697
19.0,25.828306
20.0,25.508112
20.0,24.981829
20.0,24.107893
20.0,23.978786
11.0,23.810102
19.0,21.764118
20.0,20.649696
18.0,20.745571
20.0,21.246767
21.0,21.671886
23.0,22.35235
21.0,23.342312
22.0,23.996317
23.0,24.302961
13.0,24.60307
23.0,22.923311
23.0,22.565683
21.0,22.979122
21.0,23.256714
22.0,23.623644
12.0,24.21706
24.0,23.111353
24.0,23.357136
23.0,24.0864
11.0,24.785482
22.0,22.80656
22.0,22.538372
20.0,22.916952
21.0,23.056818
22.0,23.21544
14.000000000000002,23.816317
19.0,22.309782
19.0,21.824686
17.0,21.764164
20.0,21.25742
23.0,21.138342
24.0,22.193846
25.0,23.62729
25.0,25.380945
25.0,26.99947
23.0,27.91738
26.0,27.701607
29.000000000000004,27.728954
29.000000000000004,28.415636
19.0,29.621145
31.0,28.700716
32.0,29.205008
32.0,29.800274
32.0,30.526356
11.0,31.4562
33.0,27.74761
33.0,27.165234
30.0,28.106674
9.0,29.15787
35.0,26.160828
37.0,26.218946
36.0,28.372358
9.0,31.01668
37.0,28.557001
26.0,28.87887
35.0,28.699223
34.0,30.496218
35.0,32.238342
37.0,33.58783
37.0,34.21318
34.0,35.494156
36.0,35.59993
36.0,35.990536
37.0,35.496048
28.000000000000004,36.177223
25.0,34.449837
37.0,32.09107
35.0,31.921837
35.0,32.15624
30.0,32.59452
25.0,31.812477
35.0,30.392939
34.0,30.491032
12.0,31.154478
35.0,27.933357
34.0,28.06447
34.0,29.22271
34.0,31.25444
30.0,32.85234
28.000000000000004,33.235855
28.000000000000004,32.365406
26.0,30.356873
26.999999999999996,29.18959
52.0,28.248133
53.0,31.975683
53.0,38.309444
48.0,44.312725
43.0,47.966145
38.0,48.754784
26.0,46.771408
32.0,41.352356
29.000000000000004,37.05344
16.0,33.004158
19.0,27.656178
20.0,24.025244
14.000000000000002,21.818966
7.000000000000001,19.825245
13.0,17.318146
17.0,16.091738
18.0,16.309528
18.0,17.095116
19.0,18.507137
20.0,19.777788
8.0,20.891565
19.0,20.07014
0.0,20.324942
2.0,17.093447
23.0,13.638043
25.0,14.306264
26.0,17.356297
43.0,21.376667
44.0,27.914495
46.99999999999999,35.0812
46.99999999999999,41.33279
40.0,45.181725
52.0,46.54829
52.0,48.16109
36.0,49.702908
42.0,47.71119
46.99999999999999,45.726368
57.0,44.759964
51.0,46.950665
36.0,48.696808
46.99999999999999,46.797462
49.00000000000001,46.143063
41.0,46.28546
46.99999999999999,45.2992
45.0,45.161205
41.0,44.74375
45.0,43.548557
45.0,43.165146
44.0,43.64111
43.0,43.854214
30.0,43.53594
43.0,40.936443
42.0,40.258514
42.0,40.29141
43.0,40.510323
44.0,41.119972
46.0,41.75545
46.99999999999999,43.377205
46.0,45.111664
46.99999999999999,46.298283
50.0,47.357533
53.0,47.871487
44.0,49.386852
64.0,48.798157
65.0,52.26333
66.0,56.19846
65.0,60.001034
65.0,63.025856
69.0,64.566
53.99999999999999,66.01546
70.0,63.786007
74.0,64.048775
74.0,66.187294
76.0,68.23279
78.0,70.484406
58.00000000000001,73.30022
77.0,70.75371
79.0,70.56769
77.0,72.357346
71.0,73.65782
74.0,72.95124
73.0,72.528175
69.0,72.19551
66.0,70.586334
67.0,68.60782
62.99999999999999,66.73035
68.0,64.39821
74.0,63.874367
70.0,65.295654
74.0,66.806526
75.0,68.57641
61.0,70.651634
75.0,68.91116
77.0,68.95313
79.0,70.16699
77.0,71.6925
73.0,72.88384
76.0,73.08381
79.0,73.432945
77.0,74.2495
56.00000000000001,74.39071
79.0,69.710464
62.99999999999999,68.94887
77.0,66.77131
76.0,67.253876
76.0,69.01155
59.0,70.578514
80.0,68.73198
79.0,69.40775
79.0,70.79569
69.0,72.973366
80.0,71.64872
80.0,72.851
78.0,74.22825
79.0,75.50888
77.0,76.220764
72.0,76.132675
71.0,73.7017
58.00000000000001,72.18243
68.0,67.87673
66.0,65.32363
69.0,63.484886
67.0,62.932064
65.0,62.914078
68.0,62.75616
66.0,63.313858
46.99999999999999,63.5319
67.0,59.743816
66.0,59.221416
66.0,59.616238
69.0,60.637287
68.0,62.512096
73.0,64.21361
68.0,66.133575
46.99999999999999,66.78605
61.0,62.3098
64.0,59.529114
69.0,58.574707
62.99999999999999,60.151604
43.0,60.90535
58.00000000000001,57.085854
41.0,55.340576
53.0,51.27594
50.0,49.9568
41.0,48.52772
50.0,45.872566
36.0,45.46212
50.0,43.371803
51.0,44.32931
53.99999999999999,46.264
53.99999999999999,48.031914
51.0,49.92404
50.0,50.09101
52.0,49.869827
53.0,49.78783
41.0,49.93167
48.0,48.035824
46.0,46.431885
46.0,45.62761
46.99999999999999,44.957047
52.0,44.987858
52.0,46.073322
52.0,47.761208
39.0,49.09742
53.0,47.75927
51.0,47.774826
50.0,47.99996
55.0,48.41252
39.0,49.264698
51.0,47.393784
44.0,47.381287
30.0,46.531864
42.0,42.86087
26.0,41.173576
38.0,37.149593
40.0,35.814545
33.0,36.082687
32.0,35.693394
19.0,35.347446
23.0,32.21243
25.0,29.480358
24.0,27.829557
22.0,26.549278
22.0,25.928465
19.0,24.959885
22.0,24.188475
10.0,24.393417
19.0,22.747662
21.0,21.646599
22.0,21.220938
10.0,21.51035
26.0,20.239502
24.0,21.281982
25.0,22.579819
25.0,24.286823
23.0,25.591614
23.0,26.326292
23.0,25.813337
11.0,25.719578
21.0,23.514572
13.0,22.481962
20.0,20.425842
23.0,20.030489
20.0,20.728456
23.0,21.502567
19.0,22.674858
25.0,23.318539
22.0,24.530008
14.000000000000002,24.86123
18.0,23.395643
20.0,22.284344
19.0,21.462767
21.0,21.139845
1.0,21.317749
19.0,18.381613
19.0,17.912205
16.0,18.437737
19.0,18.915718
19.0,19.897015
20.0,20.536503
21.0,21.612772
21.0,22.326805
21.0,22.799448
9.0,23.194069
20.0,21.007843
22.0,20.643255
21.0,21.098217
20.0,21.894861
21.0,22.228394
23.0,22.546335
23.0,23.303001
23.0,23.966497
8.0,24.658607
24.0,22.490067
25.0,21.56661
11.0,21.989094
26.999999999999996,20.476646
26.999999999999996,21.541698
29.000000000000004,23.181581
33.0,25.607569
36.0,28.138498
23.0,30.622229
28.000000000000004,30.656418
45.0,30.07723
44.0,32.878193
46.99999999999999,36.509987
46.99999999999999,40.129868
51.0,43.239384
53.0,46.25892
46.99999999999999,48.666607
53.0,49.0494
58.00000000000001,50.210934
60.0,51.623672
55.0,53.278236
46.99999999999999,54.249603
44.0,52.940544
46.99999999999999,50.132435
50.0,47.983433
51.0,46.91423
52.0,46.78834
53.99999999999999,47.307526
53.0,48.516453
53.0,49.86781
57.0,51.70668
53.0,53.07793
49.00000000000001,53.665924
56.00000000000001,52.84476
56.00000000000001,52.746983
48.0,53.256283
40.0,52.31422
58.00000000000001,49.11109
58.00000000000001,49.24231
55.0,50.750916
56.00000000000001,51.906265
55.0,53.261276
53.0,53.940155
52.0,53.612514
53.0,53.248425
52.0,52.837025
50.0,52.01966
48.0,50.805202
53.99999999999999,49.89494
57.0,49.956093
56.00000000000001,51.482723
57.0,52.861267
57.0,53.887157
58.00000000000001,55.056698
56.00000000000001,55.57416
55.0,55.800026
57.0,55.52334
57.0,55.06251
55.0,54.739086
55.0,54.385838
55.0,54.149784
46.99999999999999,53.972614
46.99999999999999,52.38521
46.99999999999999,49.88867
45.0,48.103657
46.99999999999999,46.198414
50.0,45.11949
52.0,45.98197
46.99999999999999,47.1838
62.99999999999999,47.5513
60.0,50.616714
56.00000000000001,53.68952
59.0,54.937298
56.00000000000001,55.815903
50.0,55.89898
37.0,54.592876
46.0,50.19755
44.0,47.420174
46.0,46.139214
45.0,44.717686
24.0,44.104813
41.0,40.66446
53.99999999999999,40.87883
39.0,43.640884
41.0,44.52986
43.0,44.5253
56.00000000000001,44.36377
48.0,46.597424
44.0,48.104218
58.00000000000001,48.40548
53.99999999999999,50.46627
53.0,51.577335
53.0,52.205463
53.0,53.266685
51.0,52.821167
52.0,52.105705
65.0,51.271015
61.0,53.438557
50.0,55.11388
58.00000000000001,54.391754
55.0,54.876846
55.0,54.645927
53.99999999999999,53.933357
53.99999999999999,53.154907
51.0,52.431038
51.0,51.52948
55.0,50.566063
53.0,50.54729
46.0,50.723866
55.0,49.190357
55.0,49.22099
53.0,49.48223
53.99999999999999,50.04807
56.00000000000001,50.61138
56.00000000000001,51.308693
51.0,51.793083
53.0,51.075623
53.0,50.735218
51.0,50.54698
50.0,49.583824
50.0,48.533638
50.0,47.976177
49.00000000000001,47.181515
45.0,46.82869
42.0,45.96564
35.0,44.51477
43.0,41.93808
26.0,40.87846
42.0,37.507626
42.0,36.88776
42.0,37.456608
37.0,38.343296
41.0,38.44576
41.0,38.82216
41.0,39.24571
42.0,39.82375
45.0,40.241756
30.0,40.994854
29.000000000000004,39.106495
44.0,36.800644
44.0,37.029503
30.0,38.11142
26.999999999999996,37.04453
31.0,34.944595
42.0,34.23293
28.000000000000004,35.695026
39.0,35.076847
26.999999999999996,36.042892
42.0,34.433937
24.0,35.267967
39.0,34.222065
41.0,35.225826
41.0,36.78527
41.0,37.944347
40.0,39.000896
40.0,39.76926
40.0,39.967247
33.0,40.23271
30.0,38.758644
39.0,36.98233
39.0,36.026802
39.0,35.987595
39.0,36.481716
38.0,37.08295
39.0,37.424374
38.0,37.651917
35.0,37.611217
36.0,36.92322
34.0,36.211296
35.0,35.134457
26.0,34.181595
46.99999999999999,32.369072
44.0,34.08289
40.0,36.20587
41.0,37.83282
38.0,38.96588
36.0,39.191593
35.0,38.532066
33.0,37.72707
31.0,36.377052
30.0,34.924168
25.0,33.565945
14.000000000000002,31.6728
23.0,28.214767
24.0,26.003529
26.0,25.31166
14.000000000000002,25.326899
25.0,24.05906
26.0,23.917582
17.0,24.897718
28.000000000000004,24.758835
28.000000000000004,25.549204
26.0,26.621775
28.000000000000004,27.167131
28.000000000000004,27.903053
29.000000000000004,28.429218
29.000000000000004,29.294188
18.0,29.442383
30.0,28.244993
20.0,28.210318
34.0,27.009003
34.0,27.934025
35.0,29.859058
30.0,31.736567
36.0,32.7784
36.0,33.7331
37.0,34.542847
28.000000000000004,35.438976
39.0,34.446823
43.0,35.0146
41.0,35.93506
42.0,37.14225
41.0,38.398907
42.0,39.193844
42.0,39.35874
41.0,39.93145
41.0,40.068317
41.0,39.963223
40.0,39.638783
26.0,39.44705
40.0,36.94365
33.0,36.237663
38.0,35.665882
39.0,35.33354
13.0,35.614082
14.000000000000002,32.046043
38.0,27.810682
23.0,27.51043
26.999999999999996,26.890186
37.0,27.202238
37.0,29.341858
38.0,32.31706
39.0,34.711143
40.0,36.979927
41.0,38.768105
39.0,39.120644
41.0,39.28949
28.000000000000004,40.06186
44.0,38.241848
30.0,38.099365
43.0,36.862175
43.0,37.905605
43.0,39.363415
43.0,40.725437
42.0,41.843044
39.0,42.38076
34.0,42.13066
26.0,40.53012
41.0,37.42594
41.0,37.182854
30.0,37.459663
41.0,36.51282
41.0,37.077484
40.0,37.99046
26.0,39.1745
40.0,37.776394
35.0,37.67218
30.0,37.596836
44.0,36.33637
44.0,37.504505
44.0,39.336105
17.0,40.596344
41.0,37.987858
43.0,37.855934
44.0,38.649555
19.0,40.01403
44.0,37.857143
46.0,37.967846
46.99999999999999,39.220062
44.0,41.62099
46.99999999999999,43.318832
44.0,44.966137
43.0,45.069103
42.0,45.050232
46.0,44.420006
46.0,44.370502
44.0,44.086998
41.0,44.157448
33.0,43.64381
45.0,41.902374
43.0,41.765106
45.0,41.91522
29.000000000000004,42.391132
39.0,40.6068
42.0,39.54673
42.0,39.892727
46.99999999999999,40.61952
39.0,42.185143
46.99999999999999,42.67898
41.0,43.396626
41.0,43.32145
29.000000000000004,43.31055
38.0,40.851685
34.0,38.853733
21.0,37.454075
32.0,34.299553
28.000000000000004,32.959568
31.0,32.11758
17.0,31.724678
29.000000000000004,29.770292
17.0,29.52126
29.000000000000004,28.102266
15.0,27.802141
25.0,26.477057
25.0,26.598007
18.0,26.773499
34.0,26.2869
35.0,27.86231
26.0,30.432434
34.0,31.324635
31.0,32.924114
20.0,33.826992
29.000000000000004,32.87948
28.000000000000004,32.09341
14.000000000000002,31.798338
19.0,30.26398
13.0,28.282738
22.0,26.263502
19.0,25.779078
21.0,25.089706
22.0,25.191952
10.0,25.55057
10.0,23.927252
21.0,22.31671
9.0,22.439413
19.0,21.187403
11.0,20.964815
21.0,20.334951
20.0,21.190405
11.0,22.372261
20.0,22.30377
19.0,22.997725
11.0,23.213955
10.0,22.239182
24.0,21.041851
15.0,21.25528
22.0,21.354958
13.0,22.053255
24.0,22.09334
14.000000000000002,23.013876
25.0,22.817175
23.0,24.110546
14.000000000000002,25.445436
14.000000000000002,25.3034
22.0,24.218498
20.0,24.58946
9.0,24.706398
19.0,23.386133
10.0,22.723986
21.0,21.623184
15.0,21.711105
19.0,21.816553
22.0,22.58506
22.0,23.331324
13.0,24.04499
23.0,23.79529
11.0,24.399385
17.0,23.244457
18.0,22.353159
32.0,21.919893
17.0,24.010271
15.0,24.679718
23.0,24.230762
22.0,24.615099
12.0,25.227688
25.0,23.944984
22.0,24.539156
23.0,24.622416
26.999999999999996,25.380928
32.0,26.235878
30.0,28.491573
16.0,29.794388
28.000000000000004,29.097147
20.0,29.049067
29.000000000000004,28.099026
21.0,28.057909
38.0,27.746622
32.0,29.435299
51.0,31.102142
55.0,35.515175
41.0,41.01011
57.0,43.887905
44.0,46.985497
60.0,47.965805
58.00000000000001,49.846333
45.0,52.174828
46.99999999999999,51.3934
45.0,50.593452
62.0,49.046814
48.0,50.787327
53.99999999999999,51.30607
70.0,51.61976
83.0,55.443817
74.0,62.12333
50.0,67.63756
58.00000000000001,67.02665
62.0,64.87433
93.99999999999999,63.123478
139.0,66.95263
125.99999999999999,82.59574
133.0,97.93018
132.0,112.514786
163.0,123.372185
184.0,137.75287
172.0,152.50209
158.0,162.59955
169.0,167.25594
127.0,169.74355
136.0,162.02348
99.0,153.88521
105.0,137.93973
92.0,123.77444
91.0,110.07384
62.99999999999999,99.92779
61.0,88.163734
48.0,78.93962
18.0,69.097824
29.000000000000004,56.706173
25.0,46.20922
9.0,38.55051
19.0,30.496895
19.0,25.743937
8.0,23.26643
16.0,21.27021
12.0,20.063808
11.0,18.86371
23.0,17.79275
25.0,18.275671
18.0,20.003607
12.0,21.344385
19.0,20.914734
21.0,21.566397
11.0,22.392286
25.0,21.381502
28.000000000000004,22.005411
29.000000000000004,23.461031
70.0,25.078663
129.0,33.65127
145.0,54.01152
122.0,81.03576
78.0,101.92931
92.0,106.77215
109.0,105.95596
178.0,105.26491
155.0,117.66255
152.0,130.9102
158.0,140.92557
142.0,149.80844
128.0,154.24744
90.0,151.27353
98.00000000000001,136.54305
88.0,120.288956
73.0,105.016594
76.0,91.12095
69.0,82.34561
44.0,74.70531
58.00000000000001,65.38364
58.00000000000001,59.76651
61.0,56.302303
71.0,55.49081
82.0,56.634995
71.0,61.400894
58.00000000000001,65.31317
74.0,64.74484
73.0,65.74355
73.0,66.92827
66.0,66.97395
62.99999999999999,66.0308
57.0,64.06783
53.99999999999999,60.96557
33.0,57.99225
37.0,52.13226
34.0,46.019653
31.0,40.720818
20.0,36.415592
29.000000000000004,31.94992
31.0,29.407326
32.0,28.353115
26.0,28.563211
39.0,28.456196
42.0,29.95734
46.0,32.2495
46.0,35.397926
42.0,38.246357
44.0,40.017708
38.0,40.57876
33.0,40.022385
25.0,38.239403
21.0,34.880806
33.0,30.68605
32.0,28.938694
30.0,28.523087
19.0,28.518261
28.000000000000004,27.226698
26.0,26.70277
25.0,26.554392
13.0,26.621166
22.0,24.810951
20.0,23.701126
20.0,22.429472
20.0,21.701174
15.0,21.473593
12.0,20.693546
19.0,19.268324
18.0,19.134712
11.0,19.371311
20.0,18.544294
19.0,18.607788
19.0,19.001316
18.0,19.83383
19.0,20.597546
19.0,21.296553
21.0,21.552687
19.0,21.70419
20.0,21.819614
20.0,21.989702
23.0,21.77748
13.0,22.111933
23.0,21.608507
14.000000000000002,21.757462
65.0,20.975355
50.0,27.774464
85.0,34.314392
82.0,46.446526
61.0,58.523376
38.0,64.62681
44.0,62.637363
39.0,58.35107
13.0,52.25444
35.0,43.02235
35.0,36.78399
20.0,34.09097
23.0,30.480194
28.000000000000004,28.542648
25.0,27.943775
31.0,27.567371
34.0,28.226593
21.0,30.396149
21.0,30.578873
30.0,28.794077
14.000000000000002,28.522137
18.0,26.646658
10.0,24.498032
10.0,21.591516
19.0,19.350266
10.0,18.505945
12.0,17.525759
22.0,17.22231
14.000000000000002,18.286114
25.0,18.6794
17.0,20.7145
21.0,21.43901
17.0,22.554075
9.0,22.092531
9.0,20.309553
8.0,18.30109
18.0,16.497295
9.0,16.143112
18.0,15.864184
18.0,16.352882
8.0,17.66388
4.0,17.346172
6.0,16.16972
5.0,14.578851
0.0,12.860451
11.0,10.867585
26.999999999999996,10.450537
29.000000000000004,13.703031
15.0,17.38933
14.000000000000002,19.535212
17.0,20.279472
30.0,20.319424
21.0,22.139439
29.000000000000004,23.293934
26.0,24.568056
22.0,25.253777
14.000000000000002,25.000254
20.0,23.472033
23.0,22.5986
25.0,22.241678
25.0,22.341055
25.0,22.753792
12.0,23.840487
19.0,22.440775
19.0,21.607117
15.0,20.921612
39.0,20.010542
34.0,22.089907
20.0,25.358791
30.0,25.953732
24.0,27.116932
20.0,27.019253
28.000000000000004,25.970322
24.0,25.12188
17.0,24.67866
17.0,23.311327
20.0,21.155144
20.0,20.367748
9.0,20.113697
17.0,18.099833
17.0,17.563623
5.0,17.488075
14.000000000000002,15.592879
20.0,15.140477
25.0,16.050945
26.999999999999996,18.245111
19.0,21.10004
19.0,22.513933
32.0,23.511461
33.0,25.275763
29.000000000000004,27.5865
46.0,29.191465
55.0,32.66475
61.0,38.55411
66.0,45.77364
69.0,52.871384
69.0,59.17001
69.0,63.87817
62.99999999999999,66.1294
41.0,66.68032
36.0,61.695843
45.0,53.97441
42.0,48.692596
29.000000000000004,44.44204
46.99999999999999,38.99733
49.00000000000001,38.753216
40.0,40.582813
60.0,41.622242
41.0,45.854664
59.0,46.82454
56.00000000000001,49.151363
37.0,51.134754
40.0,49.43547
41.0,46.24228
26.999999999999996,43.158
29.000000000000004,38.687756
44.0,34.783924
35.0,34.050423
26.0,34.09392
40.0,31.897999
43.0,32.372715
36.0,34.655376
51.0,35.796192
55.0,39.49887
42.0,44.116043
56.00000000000001,45.739525
56.00000000000001,48.11035
39.0,50.654125
24.0,49.502975
34.0,43.898464
48.0,39.36365
46.0,38.9227
44.0,39.433155
36.0,40.399227
42.0,40.363197
26.0,40.28088
25.0,37.80737
23.0,34.252216
71.0,29.981054
46.0,34.974716
34.0,38.911716
21.0,39.106323
50.0,35.39472
69.0,36.243847
37.0,42.219822
44.0,44.737408
37.0,45.429916
18.0,43.9964
30.0,37.37676
17.0,33.390926
30.0,28.840519
30.0,27.187649
19.0,26.6578
24.0,25.473286
25.0,25.799644
38.0,25.444395
38.0,28.130827
36.0,31.18787
26.999999999999996,33.218376
37.0,33.60958
33.0,33.78107
41.0,34.104023
40.0,35.324165
33.0,36.427097
22.0,36.023205
31.0,33.173885
26.999999999999996,31.904697
17.0,30.179045
8.0,27.05227
30.0,22.289783
23.0,21.721098
34.0,21.6004
33.0,24.289831
30.0,27.023176
26.999999999999996,28.905296
28.000000000000004,29.246502
14.000000000000002,29.270113
21.0,26.939726
9.0,24.476875
8.0,20.652313
14.000000000000002,17.171274
